Farmer_ID,District,Crop_Type,Year,Rainfall_mm,Fertilizer_kg_per_acre,Soil_Health_Index,Yield_ton_per_acre,Average_Price_INR,Temperature_C,Humidity_%,Soil_Moisture_%,Claim_Amount_INR,Fraud_Flag,Transport_Time_days,Storage_Duration_days,Quality_Score,Irrigation_Level_%,Pesticide_Litre_per_acre,Seed_Quality_Index,Sensor_Temperature_C,Sensor_Soil_Moisture_%,NDVI_Index,PH_Value,Expected_Yield_ton_per_acre,Yield_Variance,Market_Demand_Index,Export_Potential_Score,Claim_to_Yield_Ratio,Weather_Anomaly_Flag,Spoilage_Rate_%,Transport_Cost_INR,Revenue_per_Acre,Cost_of_Cultivation_INR,Profit_per_Acre,Sustainability_Score,Humidity_
44,Tamil Nadu,Cotton,2024,1115,58,0.8570643941981766,3.6333328226493267,6339,31.907177491310346,65,45,40000,1,5,14,92,74,3.17,0.96,30.670604991178475,43.4234945249808,0.74,7.24,2.84,1.06,0.89,2.12,1.65,0,1.72,2500,24180.0,9000,15180.0,0.79,61.53919509782905
45,Karnataka,Maize,2023,689,39,0.6581229634806672,2.925330169954454,1395,26.618900255318636,58,38,20000,1,4,9,85,51,2.3,0.72,27.45643269722372,35.96484830850499,0.36,6.18,1.96,0.84,1.08,0.55,4.46,0,1.19,2000,4480.0,8000,-3520.0,0.57,62.77031676545176
46,Telangana,Wheat,2021,724,47,0.8292581795487763,3.447078267129029,1663,26.35059934477861,60,40,25000,0,2,10,88,70,1.14,0.93,27.99449701178477,42.402508342979985,0.85,7.56,2.09,1.11,0.67,0.62,4.34,0,1.3,1000,5760.0,7125,-1365.0,0.79,60.44772226982789
47,Andhra Pradesh,Rice,2022,1005,49,0.7856201507930599,3.218713888906539,1847,27.263247042762305,62,42,30000,0,3,12,90,91,1.3,0.97,28.08155028310953,42.89779739428329,0.52,5.89,2.44,1.06,0.7,0.68,4.29,0,1.51,1500,7000.0,7750,-750.0,0.66,58.356883177922796
48,Andhra Pradesh,Rice,2022,961,54,0.868842099396348,3.0599433008613084,2229,30.565272825441195,62,42,30000,0,3,12,90,58,2.43,0.7,29.87345997747347,44.35227933106268,0.72,6.55,2.44,1.06,1.31,0.68,4.29,0,1.51,1500,7000.0,7750,-750.0,0.74,65.93635253346133
49,Karnataka,Maize,2023,684,38,0.7477279932566447,2.430973742994174,1593,26.85525699891072,58,38,20000,1,4,9,85,51,3.39,0.97,27.971300908221203,38.63857435795754,0.4,7.32,1.96,0.84,0.57,0.55,4.46,0,1.19,2000,4480.0,8000,-3520.0,0.62,53.74638431079429
50,Maharashtra,Sugarcane,2025,823,55,0.829381810390804,3.405996967271025,2894,31.280109266249568,67,47,35000,0,3,11,89,73,4.1,0.89,31.479123781333946,44.50483978997029,0.53,6.83,2.29,1.01,1.36,1.03,3.53,0,1.44,1500,9900.0,7875,2025.0,0.68,71.07735433177513
1,Tamil Nadu,Cotton,2024,1178,58,0.9202403276110674,3.4486948483999296,6046,28.795256243749613,65,45,40000,1,5,14,92,92,1.49,0.74,30.92489458988422,42.55861660683539,0.86,5.58,2.84,1.06,0.99,2.12,1.65,0,1.72,2500,24180.0,9000,15180.0,0.78,67.90691101900168
2,Maharashtra,Sugarcane,2025,851,54,0.7883215365947253,2.898007684780741,2734,31.2600420287337,67,47,35000,0,3,11,89,82,2.09,0.75,32.26461166118716,48.15137118615616,0.89,5.7,2.29,1.01,1.14,1.03,3.53,0,1.44,1500,9900.0,7875,2025.0,0.76,65.84732576507444
3,Andhra Pradesh,Rice,2022,955,45,0.7916332777630827,3.0440658615703815,2008,27.89840976029954,62,42,30000,0,3,12,90,73,3.19,0.71,28.10295750249998,44.322518545590704,0.88,7.06,2.44,1.06,0.87,0.68,4.29,0,1.51,1500,7000.0,7750,-750.0,0.8,61.35995180570586
4,Telangana,Wheat,2021,746,46,0.7742577345932815,2.88527685033354,2037,26.276614270874006,60,40,25000,0,2,10,88,61,4.31,0.98,28.26705942152179,40.9117675570156,0.38,5.56,2.09,1.11,0.96,0.62,4.34,0,1.3,1000,5760.0,7125,-1365.0,0.59,60.94049465566811
5,Karnataka,Maize,2023,840,44,0.6548362711048781,2.841270110941678,1313,28.309994966542693,58,38,20000,1,4,9,85,52,3.83,0.77,27.2903455808189,36.591214206090356,0.61,7.89,1.96,0.84,0.57,0.55,4.46,0,1.19,2000,4480.0,8000,-3520.0,0.7,58.89653495151548
6,Telangana,Wheat,2021,763,46,0.8120487584480275,3.3455721814274284,1873,27.018162171686644,60,40,25000,0,2,10,88,74,2.32,0.74,28.849387236557124,40.46142330775815,0.53,5.54,2.09,1.11,1.13,0.62,4.34,0,1.3,1000,5760.0,7125,-1365.0,0.64,55.67376871521925
7,Andhra Pradesh,Rice,2022,1015,53,0.8526340810950186,3.045585157948669,2256,28.892110013372083,62,42,30000,0,3,12,90,73,3.19,0.71,28.10295750249998,44.322518545590704,0.88,7.06,2.44,1.06,0.87,0.68,4.29,0,1.51,1500,7000.0,7750,-750.0,0.8,65.31540786337666
8,Karnataka,Maize,2023,723,38,0.7088000463429628,3.2459708898455992,1727,25.17326109301725,58,38,20000,1,4,9,85,88,1.46,0.85,26.275041888291987,38.78683175598358,0.78,6.12,1.96,0.84,0.78,0.55,4.46,0,1.19,2000,4480.0,8000,-3520.0,0.7,54.77326553223939
9,Andhra Pradesh,Rice,2022,936,50,0.8053102888938389,3.842165376650381,1932,29.79735786501057,62,42,30000,0,3,12,90,93,4.26,0.73,28.452991550395875,41.206294818356604,0.85,6.2,2.44,1.06,1.18,0.68,4.29,0,1.51,1500,7000.0,7750,-750.0,0.77,64.23071636049669
10,Telangana,Wheat,2021,706,41,0.8099783364445784,2.996612482157093,2062,27.322244009225162,60,40,25000,0,2,10,88,74,2.32,0.74,28.849387236557124,40.46142330775815,0.53,5.54,2.09,1.11,1.13,0.62,4.34,0,1.3,1000,5760.0,7125,-1365.0,0.64,62.726709881281664
11,Tamil Nadu,Cotton,2024,1021,58,0.8854687024788367,3.477187530226468,6339,30.97894691131684,65,45,40000,1,5,14,92,70,2.55,0.79,29.735566265438507,45.29240273619952,0.67,6.6,2.84,1.06,0.89,2.12,1.65,0,1.72,2500,24180.0,9000,15180.0,0.75,67.14899534091313
12,Telangana,Wheat,2021,780,41,0.8125932308550017,2.8698870732190573,2001,27.649612241871466,60,40,25000,0,2,10,88,52,4.76,0.79,27.289789744182446,37.96977228456768,0.81,6.85,2.09,1.11,1.16,0.62,4.34,0,1.3,1000,5760.0,7125,-1365.0,0.76,60.78977646554145
13,Karnataka,Maize,2023,828,44,0.713145879258302,2.4269444137549723,1574,25.783022425622498,58,38,20000,1,4,9,85,85,1.74,0.73,26.557292928473224,39.67925327514574,0.81,5.71,1.96,0.84,1.13,0.55,4.46,0,1.19,2000,4480.0,8000,-3520.0,0.69,53.14608997108883
14,Maharashtra,Sugarcane,2025,823,54,0.8284405473212798,2.923283779298947,2775,32.05270032912814,67,47,35000,0,3,11,89,82,2.09,0.75,32.26461166118716,48.15137118615616,0.89,5.7,2.29,1.01,1.14,1.03,3.53,0,1.44,1500,9900.0,7875,2025.0,0.76,65.60375492363171
15,Tamil Nadu,Cotton,2024,1137,61,0.889856299321776,3.9185616886657337,6338,28.52201823854976,65,45,40000,1,5,14,92,92,1.49,0.74,30.92489458988422,42.55861660683539,0.86,5.58,2.84,1.06,0.99,2.12,1.65,0,1.72,2500,24180.0,9000,15180.0,0.78,66.04839429362582
16,Telangana,Wheat,2021,884,40,0.7714141068215666,2.9458474424934007,1788,27.76215663949198,60,40,25000,0,2,10,88,60,3.08,0.83,28.005358046457722,42.38266155971546,0.88,6.04,2.09,1.11,0.55,0.62,4.34,0,1.3,1000,5760.0,7125,-1365.0,0.76,58.874512959225385
17,Andhra Pradesh,Rice,2022,984,54,0.8657945859926137,3.3581397165291444,2239,28.269221909681946,62,42,30000,0,3,12,90,91,1.3,0.97,28.08155028310953,42.89779739428329,0.52,5.89,2.44,1.06,0.7,0.68,4.29,0,1.51,1500,7000.0,7750,-750.0,0.66,65.63479894912813
18,Tamil Nadu,Cotton,2024,1124,64,0.8841113824878845,4.389505333384323,6152,31.647838336798532,65,45,40000,1,5,14,92,58,2.3,0.8,30.319968092068358,46.33471269156903,0.32,5.6,2.84,1.06,1.3,2.12,1.65,0,1.72,2500,24180.0,9000,15180.0,0.62,63.088022753496155
19,Andhra Pradesh,Rice,2022,899,51,0.8305089518540538,3.684314248925345,1825,27.24371488688288,62,42,30000,0,3,12,90,88,4.64,0.87,28.60175661963354,42.798608743639605,0.52,6.4,2.44,1.06,0.93,0.68,4.29,0,1.51,1500,7000.0,7750,-750.0,0.68,59.9353479245866
20,Telangana,Wheat,2021,751,49,0.7520487639414749,3.6489806670470015,1676,28.77606965642297,60,40,25000,0,2,10,88,74,2.32,0.74,28.849387236557124,40.46142330775815,0.53,5.54,2.09,1.11,1.13,0.62,4.34,0,1.3,1000,5760.0,7125,-1365.0,0.64,57.65997693092658
21,Telangana,Wheat,2021,860,45,0.7925650789427277,2.8425565550331156,1536,26.731004663949744,60,40,25000,0,2,10,88,60,3.08,0.83,28.005358046457722,42.38266155971546,0.88,6.04,2.09,1.11,0.55,0.62,4.34,0,1.3,1000,5760.0,7125,-1365.0,0.76,58.327808689607956
22,Karnataka,Maize,2023,660,40,0.7071607649482944,2.682139474832569,1709,26.27618029732896,58,38,20000,1,4,9,85,93,2.12,0.89,26.180579540108816,39.27307532808521,0.83,7.59,1.96,0.84,1.44,0.55,4.46,0,1.19,2000,4480.0,8000,-3520.0,0.76,58.57404964314187
23,Telangana,Wheat,2021,880,47,0.7484838397947026,3.2547318032823545,1626,27.662056252248263,60,40,25000,0,2,10,88,70,1.3,0.96,27.773470692601073,39.358586348000564,0.69,7.03,2.09,1.11,0.52,0.62,4.34,0,1.3,1000,5760.0,7125,-1365.0,0.73,62.07015294272591
24,Karnataka,Maize,2023,847,42,0.6559587097353143,2.376758061888738,1782,28.632060357499896,58,38,20000,1,4,9,85,51,2.3,0.72,27.45643269722372,35.96484830850499,0.36,6.18,1.96,0.84,1.08,0.55,4.46,0,1.19,2000,4480.0,8000,-3520.0,0.57,59.62567917738785
25,Maharashtra,Sugarcane,2025,911,55,0.8104359319714771,2.8041874436279577,2867,30.9703130642953,67,47,35000,0,3,11,89,53,3.49,0.77,31.22694704248118,47.01582255863115,0.5,7.39,2.29,1.01,1.2,1.03,3.53,0,1.44,1500,9900.0,7875,2025.0,0.69,70.0771781998148
26,Karnataka,Maize,2023,663,37,0.726369226935032,2.9704343337969172,1891,25.36523521017868,58,38,20000,1,4,9,85,51,2.3,0.72,27.45643269722372,35.96484830850499,0.36,6.18,1.96,0.84,1.08,0.55,4.46,0,1.19,2000,4480.0,8000,-3520.0,0.57,61.85913995497425
27,Maharashtra,Sugarcane,2025,894,54,0.8023401370922009,3.441819516801435,2993,31.274758415962093,67,47,35000,0,3,11,89,75,3.92,0.86,32.63444440040243,45.68463417464513,0.58,7.64,2.29,1.01,0.78,1.03,3.53,0,1.44,1500,9900.0,7875,2025.0,0.72,70.16079042343351
28,Karnataka,Maize,2023,791,36,0.6726772625319646,2.7107888099996114,1642,25.418703882142132,58,38,20000,1,4,9,85,93,2.12,0.89,26.180579540108816,39.27307532808521,0.83,7.59,1.96,0.84,1.44,0.55,4.46,0,1.19,2000,4480.0,8000,-3520.0,0.76,53.189454033743544
29,Karnataka,Maize,2023,830,39,0.7166521976693034,2.7896440760320322,1609,25.51438594384221,58,38,20000,1,4,9,85,88,1.46,0.85,26.275041888291987,38.78683175598358,0.78,6.12,1.96,0.84,0.78,0.55,4.46,0,1.19,2000,4480.0,8000,-3520.0,0.7,60.359179535519885
30,Andhra Pradesh,Rice,2022,853,53,0.7780105726609602,3.4154430005920897,2227,29.295402391900108,62,42,30000,0,3,12,90,63,1.25,0.8,29.75467870676196,41.95510616291318,0.36,5.79,2.44,1.06,1.38,0.68,4.29,0,1.51,1500,7000.0,7750,-750.0,0.61,59.08399573618332
31,Telangana,Wheat,2021,700,49,0.7741833704801955,2.724005044844889,2039,26.243607732397972,60,40,25000,0,2,10,88,61,4.31,0.98,28.26705942152179,40.9117675570156,0.38,5.56,2.09,1.11,0.96,0.62,4.34,0,1.3,1000,5760.0,7125,-1365.0,0.59,56.32928042707982
32,Maharashtra,Sugarcane,2025,820,50,0.7663366758398421,3.135371606217462,3118,30.123723525574263,67,47,35000,0,3,11,89,82,2.09,0.75,32.26461166118716,48.15137118615616,0.89,5.7,2.29,1.01,1.14,1.03,3.53,0,1.44,1500,9900.0,7875,2025.0,0.76,68.38488784799135
33,Tamil Nadu,Cotton,2024,1177,64,0.8484459051059884,3.57708225539729,6343,30.85765640588199,65,45,40000,1,5,14,92,74,3.17,0.96,30.670604991178475,43.4234945249808,0.74,7.24,2.84,1.06,0.89,2.12,1.65,0,1.72,2500,24180.0,9000,15180.0,0.79,63.19743195407695
34,Tamil Nadu,Cotton,2024,1188,59,0.8502293949158204,3.4984241891013688,6457,29.44658837936418,65,45,40000,1,5,14,92,73,4.69,0.77,29.484110543023,42.05518230969978,0.63,7.94,2.84,1.06,1.14,2.12,1.65,0,1.72,2500,24180.0,9000,15180.0,0.78,60.57117163370443
35,Karnataka,Maize,2023,694,40,0.6886707057043977,3.25672043388935,1535,25.501501396935492,58,38,20000,1,4,9,85,77,4.95,0.86,27.181785886376485,40.09534046296507,0.48,6.13,1.96,0.84,0.57,0.55,4.46,0,1.19,2000,4480.0,8000,-3520.0,0.61,54.376297343983616
36,Telangana,Wheat,2021,707,46,0.7351150205620398,3.299359725042166,1938,27.014451083438832,60,40,25000,0,2,10,88,96,1.02,0.8,28.02418611659856,37.56204860696855,0.82,7.15,2.09,1.11,0.59,0.62,4.34,0,1.3,1000,5760.0,7125,-1365.0,0.77,55.00929416869961
37,Tamil Nadu,Cotton,2024,1151,63,0.8697793440929098,4.128656284236603,6113,30.568346029409597,65,45,40000,1,5,14,92,89,4.88,0.71,30.816531771933306,45.85218987692573,0.48,5.63,2.84,1.06,1.0,2.12,1.65,0,1.72,2500,24180.0,9000,15180.0,0.66,69.03223627344707
38,Tamil Nadu,Cotton,2024,1035,60,0.88117074471147,3.7153637432661175,5984,29.102146268563406,65,45,40000,1,5,14,92,89,4.88,0.71,30.816531771933306,45.85218987692573,0.48,5.63,2.84,1.06,1.0,2.12,1.65,0,1.72,2500,24180.0,9000,15180.0,0.66,60.24617983841239
39,Maharashtra,Sugarcane,2025,927,54,0.7983294284966326,3.1931471294940152,2784,31.978084500481632,67,47,35000,0,3,11,89,64,1.79,0.97,31.03317565785571,47.40985162001283,0.79,7.29,2.29,1.01,0.52,1.03,3.53,0,1.44,1500,9900.0,7875,2025.0,0.78,64.0945576950951
40,Maharashtra,Sugarcane,2025,872,56,0.7882784100403041,3.0369239938967234,3188,30.48678122690669,67,47,35000,0,3,11,89,98,1.56,0.94,31.64156012994347,45.952398188955605,0.72,6.52,2.29,1.01,1.46,1.03,3.53,0,1.44,1500,9900.0,7875,2025.0,0.73,66.16262780687907
41,Karnataka,Maize,2023,702,35,0.7339146608070752,2.3969656709654243,1364,27.35237455042179,58,38,20000,1,4,9,85,93,2.12,0.89,26.180579540108816,39.27307532808521,0.83,7.59,1.96,0.84,1.44,0.55,4.46,0,1.19,2000,4480.0,8000,-3520.0,0.76,56.56571325950819
42,Andhra Pradesh,Rice,2022,876,49,0.7845326692420503,3.1790316374415837,1763,28.264310735373055,62,42,30000,0,3,12,90,71,4.58,0.85,28.978905520555127,44.391325131162475,0.49,7.09,2.44,1.06,0.66,0.68,4.29,0,1.51,1500,7000.0,7750,-750.0,0.69,66.11725876912776
43,Karnataka,Maize,2023,691,36,0.7005696743781373,3.0975140452964856,1642,27.507873738114867,58,38,20000,1,4,9,85,64,2.76,0.84,27.94356416544192,36.45111374540271,0.41,6.98,1.96,0.84,0.6,0.55,4.46,0,1.19,2000,4480.0,8000,-3520.0,0.61,53.402889457345424
44,Telangana,Wheat,2021,777,43,0.7362041416956555,3.377545805183776,1851,29.23357952921609,60,40,25000,0,2,10,88,52,4.76,0.79,27.289789744182446,37.96977228456768,0.81,6.85,2.09,1.11,1.16,0.62,4.34,0,1.3,1000,5760.0,7125,-1365.0,0.76,60.12214707677052
45,Telangana,Wheat,2021,820,46,0.737115567887791,3.246928875985477,1657,28.44658567755997,60,40,25000,0,2,10,88,74,2.32,0.74,28.849387236557124,40.46142330775815,0.53,5.54,2.09,1.11,1.13,0.62,4.34,0,1.3,1000,5760.0,7125,-1365.0,0.64,61.80479462524374
46,Maharashtra,Sugarcane,2025,895,54,0.8073865849677097,3.2750898728667677,3288,31.182990250380083,67,47,35000,0,3,11,89,98,1.56,0.94,31.64156012994347,45.952398188955605,0.72,6.52,2.29,1.01,1.46,1.03,3.53,0,1.44,1500,9900.0,7875,2025.0,0.73,71.31697973681169
47,Tamil Nadu,Cotton,2024,1155,60,0.886601842488782,4.322434283656125,6390,29.0229748061932,65,45,40000,1,5,14,92,74,3.17,0.96,30.670604991178475,43.4234945249808,0.74,7.24,2.84,1.06,0.89,2.12,1.65,0,1.72,2500,24180.0,9000,15180.0,0.79,66.20371252123721
48,Maharashtra,Sugarcane,2025,906,51,0.8378033512844457,2.8727349477786683,3162,31.309683834933793,67,47,35000,0,3,11,89,53,3.49,0.77,31.22694704248118,47.01582255863115,0.5,7.39,2.29,1.01,1.2,1.03,3.53,0,1.44,1500,9900.0,7875,2025.0,0.69,70.03755236011763
49,Maharashtra,Sugarcane,2025,765,52,0.8057873675660073,3.0806008132379157,2924,30.65848205294602,67,47,35000,0,3,11,89,73,4.1,0.89,31.479123781333946,44.50483978997029,0.53,6.83,2.29,1.01,1.36,1.03,3.53,0,1.44,1500,9900.0,7875,2025.0,0.68,62.837249378453485
50,Telangana,Wheat,2021,798,46,0.8259791020404851,3.0499378535707145,1812,26.72468740340008,60,40,25000,0,2,10,88,74,2.32,0.74,28.849387236557124,40.46142330775815,0.53,5.54,2.09,1.11,1.13,0.62,4.34,0,1.3,1000,5760.0,7125,-1365.0,0.64,58.859395109369274
1,Telangana,Wheat,2021,779,40,0.7356162009903313,3.4110009619498114,2053,26.62309304232068,60,40,25000,0,2,10,88,61,4.31,0.98,28.26705942152179,40.9117675570156,0.38,5.56,2.09,1.11,0.96,0.62,4.34,0,1.3,1000,5760.0,7125,-1365.0,0.59,56.80158647732619
2,Maharashtra,Sugarcane,2025,832,57,0.7755639093795362,3.0344994776740934,3242,32.18818138246231,67,47,35000,0,3,11,89,57,2.98,0.91,31.50356459165073,49.38329454771996,0.87,5.59,2.29,1.01,0.97,1.03,3.53,0,1.44,1500,9900.0,7875,2025.0,0.75,63.09863113740783
3,Telangana,Wheat,2021,741,47,0.782756364899942,3.4493790167241563,1657,26.34978600719954,60,40,25000,0,2,10,88,76,4.21,0.76,27.373037020799707,41.478948430708144,0.72,5.93,2.09,1.11,1.41,0.62,4.34,0,1.3,1000,5760.0,7125,-1365.0,0.71,63.8368396768799
4,Maharashtra,Sugarcane,2025,766,55,0.767159636706519,3.7178408830935528,2811,31.509452707186604,67,47,35000,0,3,11,89,82,2.09,0.75,32.26461166118716,48.15137118615616,0.89,5.7,2.29,1.01,1.14,1.03,3.53,0,1.44,1500,9900.0,7875,2025.0,0.76,65.42929662759195
5,Telangana,Wheat,2021,890,43,0.7467459744517989,2.8080289574915795,1901,27.654066121159836,60,40,25000,0,2,10,88,76,4.21,0.76,27.373037020799707,41.478948430708144,0.72,5.93,2.09,1.11,1.41,0.62,4.34,0,1.3,1000,5760.0,7125,-1365.0,0.71,61.83870124909032
6,Maharashtra,Sugarcane,2025,922,52,0.7962593547105153,3.0326366383867747,2821,30.159245757783015,67,47,35000,0,3,11,89,75,3.92,0.86,32.63444440040243,45.68463417464513,0.58,7.64,2.29,1.01,0.78,1.03,3.53,0,1.44,1500,9900.0,7875,2025.0,0.72,62.25348604263939
7,Maharashtra,Sugarcane,2025,756,52,0.7533267971169358,3.550260794087315,2972,31.095952397879888,67,47,35000,0,3,11,89,93,1.35,0.82,32.34427109481176,44.60882925719619,0.86,6.79,2.29,1.01,0.53,1.03,3.53,0,1.44,1500,9900.0,7875,2025.0,0.78,68.9004688840945
8,Tamil Nadu,Cotton,2024,1154,60,0.8421888082532271,3.674506673507078,6193,31.82259786906596,65,45,40000,1,5,14,92,67,4.45,0.83,29.682132702100517,46.76886782124989,0.83,6.39,2.84,1.06,0.62,2.12,1.65,0,1.72,2500,24180.0,9000,15180.0,0.79,63.16101311546971
9,Andhra Pradesh,Rice,2022,859,52,0.8115861339407947,3.624663974283717,2097,30.814530431318758,62,42,30000,0,3,12,90,71,4.58,0.85,28.978905520555127,44.391325131162475,0.49,7.09,2.44,1.06,0.66,0.68,4.29,0,1.51,1500,7000.0,7750,-750.0,0.69,57.557408535874416
10,Maharashtra,Sugarcane,2025,783,56,0.7563129909207967,2.8811642244637143,3170,31.409308217010157,67,47,35000,0,3,11,89,53,3.49,0.77,31.22694704248118,47.01582255863115,0.5,7.39,2.29,1.01,1.2,1.03,3.53,0,1.44,1500,9900.0,7875,2025.0,0.69,68.09812761548118
11,Andhra Pradesh,Rice,2022,885,45,0.8096755056455529,3.452202479103539,1906,27.172400435793296,62,42,30000,0,3,12,90,78,3.74,0.97,28.72725920475859,42.17790347013604,0.69,6.22,2.44,1.06,0.97,0.68,4.29,0,1.51,1500,7000.0,7750,-750.0,0.72,59.408038160731735
12,Maharashtra,Sugarcane,2025,902,55,0.7974006265948446,3.539091421992953,2809,30.716379757312726,67,47,35000,0,3,11,89,82,2.09,0.75,32.26461166118716,48.15137118615616,0.89,5.7,2.29,1.01,1.14,1.03,3.53,0,1.44,1500,9900.0,7875,2025.0,0.76,65.8680724205188
13,Karnataka,Maize,2023,665,41,0.6951266614073114,2.9865139430432524,1739,26.56887117373416,58,38,20000,1,4,9,85,85,1.74,0.73,26.557292928473224,39.67925327514574,0.81,5.71,1.96,0.84,1.13,0.55,4.46,0,1.19,2000,4480.0,8000,-3520.0,0.69,53.80580812286514
14,Tamil Nadu,Cotton,2024,1151,61,0.9169174857403087,4.2150721006758065,6177,31.79111879187692,65,45,40000,1,5,14,92,86,3.92,0.83,29.34873285800998,43.4639378602745,0.6,7.34,2.84,1.06,0.82,2.12,1.65,0,1.72,2500,24180.0,9000,15180.0,0.75,61.471632510949455
15,Karnataka,Maize,2023,805,43,0.7030062455051732,3.1774521266031686,1867,25.56479625414874,58,38,20000,1,4,9,85,93,2.12,0.89,26.180579540108816,39.27307532808521,0.83,7.59,1.96,0.84,1.44,0.55,4.46,0,1.19,2000,4480.0,8000,-3520.0,0.76,55.979772354958435
16,Andhra Pradesh,Rice,2022,983,54,0.8167980462478043,3.7731835012587585,2268,30.05406337467285,62,42,30000,0,3,12,90,58,2.43,0.7,29.87345997747347,44.35227933106268,0.72,6.55,2.44,1.06,1.31,0.68,4.29,0,1.51,1500,7000.0,7750,-750.0,0.74,57.89759500560157
17,Telangana,Wheat,2021,728,44,0.7710709245391667,3.3715877429389263,1981,26.43473015749877,60,40,25000,0,2,10,88,70,1.14,0.93,27.99449701178477,42.402508342979985,0.85,7.56,2.09,1.11,0.67,0.62,4.34,0,1.3,1000,5760.0,7125,-1365.0,0.79,64.10826264686315
18,Karnataka,Maize,2023,785,35,0.7317623378304485,2.331722491816031,1413,28.92503030956511,58,38,20000,1,4,9,85,64,2.76,0.84,27.94356416544192,36.45111374540271,0.41,6.98,1.96,0.84,0.6,0.55,4.46,0,1.19,2000,4480.0,8000,-3520.0,0.61,53.06047043183978
19,Maharashtra,Sugarcane,2025,902,51,0.8395056603999833,3.334966673409444,3176,31.52646599643654,67,47,35000,0,3,11,89,64,1.79,0.97,31.03317565785571,47.40985162001283,0.79,7.29,2.29,1.01,0.52,1.03,3.53,0,1.44,1500,9900.0,7875,2025.0,0.78,66.83860218864311
20,Karnataka,Maize,2023,842,38,0.7353242469197117,2.3376977249148525,1620,28.100938155596225,58,38,20000,1,4,9,85,51,3.39,0.97,27.971300908221203,38.63857435795754,0.4,7.32,1.96,0.84,0.57,0.55,4.46,0,1.19,2000,4480.0,8000,-3520.0,0.62,54.23247458132551
21,Telangana,Wheat,2021,780,44,0.7973546578131391,3.508067817116023,1678,27.370364331244527,60,40,25000,0,2,10,88,60,3.08,0.83,28.005358046457722,42.38266155971546,0.88,6.04,2.09,1.11,0.55,0.62,4.34,0,1.3,1000,5760.0,7125,-1365.0,0.76,58.076790894779485
22,Maharashtra,Sugarcane,2025,923,58,0.7637361745968675,3.1207245244599573,2918,32.51067550863524,67,47,35000,0,3,11,89,93,1.35,0.82,32.34427109481176,44.60882925719619,0.86,6.79,2.29,1.01,0.53,1.03,3.53,0,1.44,1500,9900.0,7875,2025.0,0.78,71.26059559818265
23,Maharashtra,Sugarcane,2025,901,50,0.7776869969492013,3.3624293741179208,3227,30.768064338960148,67,47,35000,0,3,11,89,57,2.98,0.91,31.50356459165073,49.38329454771996,0.87,5.59,2.29,1.01,0.97,1.03,3.53,0,1.44,1500,9900.0,7875,2025.0,0.75,63.61694553273987
24,Tamil Nadu,Cotton,2024,1074,57,0.8346063063681978,3.6794453073189026,6391,28.58408407718785,65,45,40000,1,5,14,92,73,4.69,0.77,29.484110543023,42.05518230969978,0.63,7.94,2.84,1.06,1.14,2.12,1.65,0,1.72,2500,24180.0,9000,15180.0,0.78,69.65832319718332
25,Andhra Pradesh,Rice,2022,875,49,0.8630824074990113,3.7825001443802937,1760,30.752256558272524,62,42,30000,0,3,12,90,87,1.18,0.77,28.475275087984798,39.03036950307731,0.64,7.49,2.44,1.06,1.44,0.68,4.29,0,1.51,1500,7000.0,7750,-750.0,0.74,59.057943769894216
26,Tamil Nadu,Cotton,2024,1126,57,0.896079852969091,4.286502526641902,5953,31.670589111617733,65,45,40000,1,5,14,92,73,4.69,0.77,29.484110543023,42.05518230969978,0.63,7.94,2.84,1.06,1.14,2.12,1.65,0,1.72,2500,24180.0,9000,15180.0,0.78,67.4156610846683
27,Andhra Pradesh,Rice,2022,964,48,0.8446362884313241,3.398642494213064,2237,30.549875760851528,62,42,30000,0,3,12,90,63,1.25,0.8,29.75467870676196,41.95510616291318,0.36,5.79,2.44,1.06,1.38,0.68,4.29,0,1.51,1500,7000.0,7750,-750.0,0.61,62.46677264897312
28,Telangana,Wheat,2021,825,42,0.7611571739582229,3.562922393510989,1564,28.501733800666372,60,40,25000,0,2,10,88,52,4.76,0.79,27.289789744182446,37.96977228456768,0.81,6.85,2.09,1.11,1.16,0.62,4.34,0,1.3,1000,5760.0,7125,-1365.0,0.76,63.84478727596759
29,Tamil Nadu,Cotton,2024,1027,58,0.9145653522277343,3.667075007456332,6485,31.233072844865113,65,45,40000,1,5,14,92,70,2.55,0.79,29.735566265438507,45.29240273619952,0.67,6.6,2.84,1.06,0.89,2.12,1.65,0,1.72,2500,24180.0,9000,15180.0,0.75,65.53993255503131
30,Telangana,Wheat,2021,830,40,0.7559603283708479,3.234660923075524,1670,26.2761477476455,60,40,25000,0,2,10,88,70,1.3,0.96,27.773470692601073,39.358586348000564,0.69,7.03,2.09,1.11,0.52,0.62,4.34,0,1.3,1000,5760.0,7125,-1365.0,0.73,60.345592191563085
31,Tamil Nadu,Cotton,2024,1074,62,0.830164375711245,4.258761429838704,6172,29.339156167562717,65,45,40000,1,5,14,92,92,1.49,0.74,30.92489458988422,42.55861660683539,0.86,5.58,2.84,1.06,0.99,2.12,1.65,0,1.72,2500,24180.0,9000,15180.0,0.78,61.954580003684
